.863E+00	364.588500000000000
.869E+00	343.939800000000000
.875E+00	323.693000000000000
.881E+00	303.939700000000000
.886E+00	284.742000000000000
.892E+00	266.072700000000000
.898E+00	247.921500000000000
.903E+00	230.346700000000000
.909E+00	213.408500000000000
.915E+00	197.153000000000000
.920E+00	181.602900000000000
.926E+00	166.779400000000000
.932E+00	152.712200000000000
.937E+00	139.442200000000000
.943E+00	127.017800000000000
.949E+00	115.559800000000000
.954E+00	105.304500000000000
.960E+00	96.593860000000000
.966E+00	90.021700000000000
.972E+00	86.448900000000000
.977E+00	86.590880000000000
.983E+00	90.179600000000000
.989E+00	95.299340000000000
.994E+00	99.163050000000000
.100E+01	100.000000000000000
