.863E+00	-10.954390000000000
.869E+00	-51.627270000000000
.875E+00	-89.827770000000000
.881E+00	-125.414500000000000
.886E+00	-158.208300000000000
.892E+00	-188.003500000000000
.898E+00	-214.520700000000000
.903E+00	-237.500700000000000
.909E+00	-256.752300000000000
.915E+00	-272.090100000000000
.920E+00	-283.361700000000000
.926E+00	-290.389700000000000
.932E+00	-292.909800000000000
.937E+00	-290.562700000000000
.943E+00	-282.892900000000000
.949E+00	-269.439100000000000
.954E+00	-249.550800000000000
.960E+00	-222.405400000000000
.966E+00	-188.148000000000000
.972E+00	-149.031000000000000
.977E+00	-108.001100000000000
.983E+00	-65.454630000000000
.989E+00	-13.998910000000000
.994E+00	50.735580000000000
.100E+01	100.000000000000000
